dumbSQ,smartSQ,dumbLIB,smartLIB
25,17,20.52,18.5
26,19,21.22,18.52
27,17,19.88,18.12
22,18,21.63,19.78
24,16,21.07,18.77
24,17,20.82,18.08
23,18,22.7,18.02
24,17,22.38,19.47
27,17,21.47,18.05
24,17,22.4,18.68
22,17,21.57,19.38
23,17,20.32,18.72
24,18,20.92,19.35
24,20,22.25,17.82
25,17,19.12,18.77
23,18,22.22,18.42
29,19,21.88,19.83
24,18,19.55,19.07
22,16,20.83,19.03
21,20,21.85,20.22
24,17,20.87,18.78
26,17,21.78,18.47
21,17,20.17,19.17
24,17,18.95,17.65
23,19,20.12,18.15
22,18,22.55,18.18
25,18,20.08,19.58
27,16,22.18,19.4
25,16,20.25,17.92
23,20,20.08,18.22
24,17,22.72,19.15
24,18,19.97,18.68
26,16,20.47,17.5
25,22,19.47,19.48
24,17,20.83,17.98
23,18,19.68,18.52
21,17,19.63,17.9
25,18,21.08,20.15
30,16,20.05,18.4
26,18,20.1,18.17
25,16,21.02,18.67
30,17,20.93,17.98
24,17,20.42,17.5
25,18,21.4,18.6
25,16,19.6,19.17
25,18,21.8,18.58
25,20,19.7,18.62
25,21,22.28,17.8
23,16,21.38,18.17
25,19,20.33,17.93
24,18,20.23,18.67
21,17,20.43,17.83
25,18,24.03,18.88
25,16,21.48,18.1
21,18,21.27,18.5
23,16,20.77,18.7
24,18,21.2,17.77
24,16,21.3,17.92
24,17,19.85,18.33
26,18,20.18,19.42
28,17,21.82,18.47
29,18,20.12,18.15
26,16,20.92,18.38
25,18,22.78,17.5
25,18,21.53,17.75
26,16,20.52,18.83
22,16,21.72,18.45
27,17,19.78,18.38
24,18,22.8,18.1
25,17,20.65,17.67
23,18,21.2,19.75
21,20,20.15,18.63
25,19,21.57,19.42
20,19,22.1,18.5
21,18,21.43,18.02
27,16,22.55,19.27
28,18,20.58,17.7
23,18,22.32,18.47
24,16,20.65,18.65
20,16,20.77,18.7
24,19,19.77,19.22
23,16,20.32,19.05
24,17,21.85,17.5
21,16,20.57,18.1
28,19,20.13,18.98
24,19,20.63,18.5
28,21,20.62,18.72
26,17,22.08,17.5
23,18,20.98,18.15
25,20,21.32,18.4
23,17,20.97,18.23
22,16,19.75,19.27
24,19,22.47,18.68
20,18,20.07,17.5
23,18,20.97,18.38
26,16,21.72,17.5
22,18,21.98,19.62
25,17,21.3,19.92
22,17,21.58,17.82
25,17,20.88,18.37
26,17,21.45,17.9
21,18,21.87,19.73
22,20,20.55,18.87
24,19,20.12,17.72
22,22,21.8,18.5
22,19,22.3,19.63
26,18,20.87,17.5
24,16,21.75,17.83
20,17,20.3,18.98
26,16,20.73,19.2
25,17,20.58,17.53
25,16,19.7,20.4
22,18,20.43,19.3
26,18,21.62,18.43
22,17,22.65,18.25
23,17,21.92,17.98
26,19,20.5,18.38
23,18,23.78,18.65
20,17,23.28,19.07
26,19,20.6,20.23
23,18,21.2,18.22
23,18,19.87,19.58
23,19,20.83,19.75
26,20,21.22,18.13
23,20,20.35,19.85
25,17,22.32,19.93
23,16,21.23,18.8
27,16,22.92,18.45
25,16,22.05,19.75
21,16,20,17.5
24,18,21.27,18.28
23,17,19.65,18.98
21,16,21.77,18.33
25,16,19.3,18.72
25,18,21.8,18.13
24,17,18.57,19.27
30,16,22.25,17.88
27,17,20.83,19.05
26,18,19.25,19.57
22,18,21.35,18.03
21,18,20.77,17.85
25,18,19.38,19.05
23,19,19.8,17.5
24,17,20.32,18.73
27,19,21.93,18
27,18,20.93,19.23
26,18,22.28,19.3
23,20,20.83,19.62
23,17,19.73,19.33
25,19,20.6,19.07
28,21,20.98,18.27
26,22,20.05,18.25
22,18,18.62,18.2
22,16,20.33,17.67
23,17,19.38,19.5
22,17,20.32,18.53
25,17,21.02,17.8
27,17,21.82,18.92
22,18,22.17,19.02
26,17,22.05,17.98
26,17,21.2,19.95
22,20,22.43,19.87
25,21,20.58,17.98
24,16,21.13,17.5
25,19,21.25,18.27
23,17,21.13,18.52
26,17,23.87,17.5
24,17,21.12,17.83
21,18,19.95,18.2
24,17,19.77,18.47
21,16,20.88,19.53
23,17,21.93,17.87
25,18,20.72,18.7
24,16,18.52,19.48
23,16,21.07,18.28
22,17,20.27,18.3
24,19,21.15,19.33
26,17,21.37,18.08
20,16,21.8,20.38
24,19,20.55,18.88
27,17,21.93,17.97
29,19,21.37,18.55
22,17,20.5,18.08
27,19,19.52,17.5
25,19,19.7,18.3
22,17,20.03,18.05
24,17,21.55,17.75
23,17,19.87,18.82
25,17,22.87,17.73
23,18,21.47,18.15
24,18,21.85,19.18
26,18,19.73,19.93
23,17,21.5,18.88
27,16,19.3,18.17
25,18,20.93,19.65
24,17,20.75,17.5
23,16,20.45,18.02
26,18,21.97,17.75
24,16,20.95,17.6
23,18,20.55,17.62
25,18,21.5,17.98
25,16,23.5,19.48
24,18,21.2,20.33
22,20,23,17.5
23,17,21.47,20.32
25,17,22.32,18.58
26,20,22.47,19.72
25,17,19.58,17.75
23,19,20.87,17.98
20,17,19.02,18.37
25,18,21.23,19.07
24,18,19.5,18.92
21,17,19.72,18.47
23,18,21.17,18.07
25,18,20.63,17.78
23,16,21.05,17.82
25,20,20.32,18.63
25,17,21.35,19.1
23,18,20.83,18.45
23,17,21.85,18.45
22,20,21.35,18.05
23,18,22.17,19.22
25,18,21.45,18.4
26,16,20.27,18.5
25,16,21.02,17.72
22,23,19.88,19.27
24,17,19.53,18
23,17,21.43,18.4
29,18,21.37,18.92
24,18,21.12,18.67
22,18,21.62,18.4
23,16,21.45,18.83
24,18,21.83,18.88
26,17,20.87,20.05
26,19,21.3,19
24,17,21.75,17.5
24,19,18.73,17.5
25,17,20.93,20.07
25,16,20.15,19.1
27,18,20.95,18.42
25,17,21.65,18.47
27,18,20.03,17.5
24,17,19.67,19.03
27,19,21.85,19.12
23,19,20.35,17.83
25,20,19.85,19.43
27,16,23.03,19.57
22,16,20.95,18.75
22,17,20.65,18.97
24,18,23.3,17.62
28,19,20.18,18.07
22,16,20.87,18.75
23,17,20.85,18.78
23,18,19.67,18.17
22,19,21.33,18.97
24,16,21.33,18.62
23,17,20.53,18.27
27,21,22.97,17.93
24,19,21.38,19.55
23,17,21.4,18.4
24,16,20.28,19.43
23,17,20.85,18.93
27,18,22.52,18.67
21,19,21.68,19.23
23,16,21.02,18.58
22,17,20.47,19.07
25,17,22.07,19.35
24,18,21.67,18.03
25,18,20.9,19.88
26,17,20.5,17.5
26,20,20.98,18.97
22,18,22.35,17.5
27,19,21.4,19.62
21,19,20.62,18.93
25,19,20.38,18.77
25,16,21.88,19.73
21,16,20.4,17.5
23,18,20.68,17.97
27,16,21.6,19.1
22,17,22.6,18.6
24,16,20.68,17.73
23,16,21.98,19.67
26,18,21.58,19.45
22,19,19.55,19.48
26,16,20.67,18.78
23,20,19.67,17.78
24,18,20.53,17.55
24,17,20.15,18.03
23,16,20.27,19.9
26,19,21.3,18.5
22,17,19.65,19.1
27,16,20.02,18.68
25,19,20.42,18.1
24,18,19.67,18.7
22,18,21.7,18.73
25,17,18.82,19.22
25,18,21.98,17.63
22,17,21.07,18.67
25,18,22.08,18.7
26,17,21.38,19
20,17,20.1,17.82
24,20,21.92,19.08
23,17,22.42,18.62
27,19,20.25,18.37
22,18,20.55,18.73
21,16,21.07,18.55
20,19,20.6,17.5
27,19,21.12,18.32
21,17,22.25,19.13
27,17,20.7,18.28
23,17,20.42,18.95
23,16,21.73,17.68
20,16,19.93,18.23
24,16,20.1,18.78
24,17,21.82,18.72
24,16,22.02,18.23
25,16,22.38,19.45
23,16,20.27,19.98
25,18,22.05,18.33
22,18,19.97,20.35
22,19,21.37,19.1
25,17,21.37,18.37
21,18,22.28,17.95
23,17,21.32,18.68
26,17,21.68,18.98
23,17,19.33,19.95
24,17,20.07,19.23
20,16,22.05,17.57
23,16,21.22,18.37
27,18,22.12,18.7
24,17,21.7,18.12
23,17,21.47,21.02
21,18,21.85,19.33
24,16,19.58,17.88
27,18,20.15,19
24,16,19.97,18.77
25,18,20.15,17.92
20,19,21.13,18.47
23,16,22.08,20.45
24,21,18.73,18.55
23,16,21.07,17.85
25,17,20.03,19.18
25,17,21.32,18.55
23,18,20.32,17.55
25,17,19.65,17.53
22,19,19.43,18.93
28,17,19.75,18.17
24,16,20.37,17.87
25,17,21.92,19.23
25,18,20.63,18.02
23,17,21.57,19.03
24,18,21.33,18.6
21,16,21.73,20.15
23,16,19.5,19.72
25,19,21.33,18.65
25,18,21.02,18.12
22,18,20.65,18.45
20,17,21.75,18.75
22,16,18.6,19.18
27,19,19.5,17.92
24,19,20.63,17.73
25,16,20.15,18.78
22,16,21.22,18.92
27,18,19.08,19.68
23,19,21.37,18.9
25,18,21.83,19.1
24,20,18.88,18.8
22,18,21.3,19.6
21,17,20.4,17.92
21,17,19.63,19.5
21,18,22.53,18.75
26,17,20.85,18.5
26,17,21.2,18
25,16,22.17,17.87
26,17,20.82,18.13
24,21,20.6,17.63
26,17,21.27,19.23
26,18,21.63,18.7
24,18,18.5,17.75
21,21,19.92,19.68
23,18,20.8,17.55
25,18,21.8,19.03
26,16,20.25,18.15
22,17,20.32,17.72
24,18,22.35,18.37
24,17,19.57,18.07
23,22,19.55,20.18
24,18,20.28,19.57
25,18,19.68,19.85
22,17,23.03,17.97
25,18,22.93,18.75
25,16,21.35,18.25
24,17,20.53,19.82
26,17,21.08,18.45
24,18,19.23,18.6
25,17,19.77,19.87
23,16,19.28,19.12
26,18,20.52,18.38
23,18,21.78,19.63
25,17,20.82,19.23
25,17,22.23,18.68
22,20,19.88,17.83
24,16,19.15,18.85
23,18,21.08,18.07
25,16,21.6,18.13
26,16,20.8,20.87
25,18,21.25,18.92
24,19,20.67,17.5
24,19,19.83,19.97
25,18,21.05,18.17
21,17,19.73,18.45
24,17,19.12,18.5
21,17,21.72,19
22,16,20.47,19.12
25,19,21.23,19.02
23,16,20.23,18.5
23,19,21.53,18.15
21,17,20.6,18.77
23,17,20.73,19.3
27,19,21.77,18
27,19,21.05,18.6
23,16,21.75,18.5
23,17,19.95,18.27
22,18,19.65,18.08
20,18,20.45,18.33
22,18,22.03,18.47
27,16,20.53,19.07
22,17,21.22,18.43
26,18,18.63,19.38
25,17,21.98,19.13
23,18,21.3,18.17
24,19,19.5,18
21,17,20.58,18.52
24,16,20.25,18.48
24,17,20.02,18.32
27,16,20.35,18.97
23,19,20.8,17.72
22,17,18.98,17.92
22,19,20.68,18.88
27,17,21.2,18.65
24,18,21.07,18.73
25,17,20.1,17.63
23,17,20.33,17.7
23,16,20.68,18.38
19,17,20.92,18.37
27,17,22.67,18.12
24,18,21.32,18.65
25,17,20.07,18.72
27,17,20.92,18.83
25,17,22.35,18.27
24,16,19.43,19.05
24,21,23.03,17.98
22,18,19.95,18.02
26,17,21.53,19.43
24,20,20.63,19.9
24,18,21.53,18.17
25,17,21.8,18.62
22,16,20.52,18.25
26,18,21.87,19.7
23,17,21.22,19.87
25,18,21.32,18.35
23,20,22.18,18.55
25,17,22.18,20.02
21,16,23.97,17.92
25,18,21.8,18.92
22,18,21.27,18.75
25,18,19.85,19.9
23,16,23.12,18.45
25,18,20.15,19.82
24,17,19.65,19.25
26,17,20.3,18.03
27,18,18.85,18.95
23,19,21.47,18.67
23,18,20.05,18.43
26,17,21.33,17.75
27,16,20.82,19.03
20,16,20.87,19.8
22,17,20.07,18.87
27,19,20.4,18.97
20,18,21.62,20.18
25,17,21.73,19.28
22,18,21.18,19.55
26,20,20.38,17.5
24,17,20.8,18.52
21,17,19.75,19.95
24,17,21.4,18.3
27,20,20.55,18.03
24,18,22.3,17.5
25,18,21.07,20.5
26,17,19.25,19.2
22,18,20.7,17.78
26,18,21.73,19.78
25,17,19.15,18.28
23,17,21.65,19.63
21,17,20.77,17.8
23,16,20.57,18.1
25,16,22.18,18.77
26,17,21.48,18.1
21,18,19.98,18.28
27,18,21.68,18.95
23,18,21.38,17.9
26,17,20.77,18.77
24,19,22,17.97
24,18,19.88,19.67
23,17,20.6,19.02
21,18,21.67,19.27
24,17,19.25,19.57
25,18,21.2,18.92
21,17,20.22,18.5
22,16,21.27,20.92
24,16,21.52,17.75
24,17,20.83,17.52
21,17,21.15,18.63
26,16,24.02,19.03
21,19,23.52,17.5
26,17,20.98,18.13
24,17,21.32,18.55
23,18,21.27,19.03
23,18,21.22,19.22
24,20,20.57,19.12
26,17,21.72,18.85
23,17,20.52,18.85
26,18,21.02,18.93
22,20,22.15,19.18
25,19,21.95,20
22,18,21.12,18.83
23,17,20.82,17.9
23,19,20.25,19.33
24,18,22.78,19.43
23,17,22.03,19.28
26,19,19.25,19.43
25,17,21.47,19.08
25,17,21.47,17.58
24,20,21.27,18.72
27,17,20.68,19.67
21,18,23.63,19.08
25,18,21.77,18.55
26,17,19.18,17.65
22,16,20.03,18.85
23,17,21.47,18.92
25,20,20.75,18.1
23,21,20.95,20.32
24,17,22.77,18.47
23,17,20.8,18.53
25,16,20.75,18.78
27,17,20.98,19.2
25,16,21.22,17.75
26,18,20.62,18.05
23,19,19.18,18.67
26,18,20.02,18.45
25,19,21.52,18.75
26,17,21.6,19.15
24,16,20.9,18.32
26,20,22.77,18.85
27,17,18.7,18.93
21,17,22.62,18.57
23,18,21.53,18.6
25,17,21.28,18.77
25,20,21.42,19.5
26,18,20.42,18.18
25,16,21.87,17.87
25,18,22.22,19.07
21,20,22.52,17.5
25,18,23.25,19.98
26,18,20.47,17.72
22,17,20.92,17.95
23,16,23.25,18.63
28,17,21.1,19.37
24,18,21.75,18.9
23,19,20.85,18.87
24,16,21.38,18.3
21,18,20.62,18.23
26,16,21.57,17.95
26,17,20.65,19.32
24,17,21.6,17.67
28,22,22.32,18.25
23,17,20.4,18.08
23,16,20.83,17.5
23,17,22.18,17.5
21,18,20.97,18.42
27,16,22.42,20.03
23,18,23.42,17.78
21,18,21.03,19.23
24,18,21.9,19.78
25,18,20.53,18.12
23,17,20.15,18.52
19,16,20.87,18.43
22,18,23.18,18.43
23,17,20.13,17.98
25,17,21.62,19.12
24,17,21.08,18.7
28,16,21.27,19.3
25,16,20.45,17.5
22,17,21.42,18.53
24,17,21.45,21.1
22,16,21.58,19.55
24,16,21.38,18.37
26,19,21.43,19.08
23,18,22.63,19.6
27,20,22.5,18.2
24,17,20.08,18.25
21,19,21.23,18.2
27,20,19.78,18.4
24,17,21.98,18.22
25,18,20.82,18.2
25,18,22.12,18.37
23,18,20.18,18.93
25,19,21.15,17.85
22,17,22.18,18.2
22,18,21.6,17.85
22,16,21.47,18.7
22,17,21.23,18.55
25,17,22.07,20.83
22,18,21.43,20
23,17,19.38,18.78
27,17,21.22,18.52
25,17,20.98,18.53
24,18,22.28,17.5
24,17,20,18.48
22,20,22.53,17.5
25,17,20.75,18.38
23,16,21.8,18.55
22,18,21.8,18.9
23,17,22.95,19.6
24,17,22.52,18.07
22,17,21.05,18
25,20,19.72,19.17
25,18,20.27,18.08
23,16,20.3,18.28
23,19,20.68,18.25
24,18,21.25,19
26,20,21.58,19.12
21,18,20.62,19.08
25,18,19.83,17.5
25,17,21.18,18.58
25,19,20.87,18.25
23,19,20.33,18.07
23,18,19.77,19.4
20,20,21.4,18.12
26,18,19.27,20.13
24,19,20.4,17.5
24,17,21.33,17.62
24,17,21.62,18.58
25,16,20.1,18.05
25,18,20.83,18.33
25,18,21.03,19.33
26,16,21.95,17.62
25,16,18.62,17.5
27,16,21.05,18.32
23,18,21.32,18.87
21,18,20.47,17.5
23,18,19.12,18.4
21,19,21.83,17.58
22,17,20.68,18.68
25,17,21.72,19.62
27,16,22.92,17.78
24,16,22.55,18.3
22,18,19.58,18.68
23,19,19.67,17.5
25,20,21.3,18.87
27,20,20.17,17.95
22,16,21.62,17.5
22,17,22.93,18.12
27,17,21.5,19.45
23,18,21.85,19.4
25,18,19.63,18.35
25,16,20.97,18.45
22,17,18.93,18.33
26,18,20.08,19.23
26,20,20.15,18.15
24,17,21.05,17.9
24,18,20.67,18.4
24,16,21.07,19.5
22,18,20.22,19.38
27,16,21.02,19.15
23,17,20.88,17.5
25,17,20.68,18.2
26,18,23.45,19.57
21,17,22.42,18.75
25,16,20.77,18.08
25,17,20.63,19.47
24,16,22.37,17.78
26,19,19.5,17.95
24,18,21.42,19.35
23,17,21.85,18.72
29,18,21.35,18.02
22,18,20.58,19.67
21,18,22.45,18.02
23,17,20,18.4
24,18,19.33,17.93
20,18,19.6,17.87
24,17,22.85,18.65
23,18,22.55,19.58
23,19,20.9,18.4
22,17,21.42,17.98
21,18,21.35,18.55
22,21,20.33,18
24,19,19.77,17.5
27,18,22.5,19.37
22,20,21.43,18.67
25,20,22.98,18.8
25,19,22.68,19.92
25,18,21.88,18.53
21,16,22.98,18.47
25,16,21.47,19.83
25,17,20.82,18.02
25,19,20.92,19.63
26,16,20.05,19.05
25,17,20.63,18
23,17,21.18,18.5
26,16,21.98,17.97
21,18,21.27,18.75
24,18,20.87,18.62
27,16,21.5,18.17
22,16,20,18.58
25,17,20.25,17.98
26,18,21.42,18.03
26,20,20.72,19.18
25,17,23.68,19.63
24,17,21.42,19.85
25,17,22.1,18.32
28,16,19.67,19.42
23,16,23.17,19.45
28,17,21.53,18.28
24,17,22.13,18.53
23,19,20.32,19.27
22,17,22.68,18.8
24,16,20.95,19.22
22,19,19.6,19.12
23,17,20.65,19.48
25,16,23.53,17.5
23,19,20.78,18.35
27,19,21.87,17.5
23,17,19.55,18.13
23,19,21.1,17.5
22,17,20.93,19.75
22,17,22.05,19.13
23,19,21.52,20.05
25,17,22.1,19.27
27,19,21.55,19.78
22,19,19.85,18.2
26,17,20.78,17.82
25,20,21.88,18.62
22,16,19.65,17.7
24,18,20.05,19.62
24,18,21.98,19.93
27,18,22.67,19.18
27,16,18.93,18.45
24,18,21.42,18.47
23,16,20.08,18.35
21,16,19.77,18.98
23,17,18.65,17.55
25,17,21.12,18.13
28,17,21.1,18.15
22,17,20.47,17.5
24,16,21.12,17.88
22,18,19.67,17.5
23,18,20.15,18.67
27,16,22.03,18.15
25,16,19.93,19.17
24,18,19.78,18.27
25,16,19,19.13
23,18,20.55,17.87
26,18,21.77,19.33
24,17,21.78,20.62
23,17,21.23,18.2
20,16,21.58,19.27
26,17,20.28,17.93
24,17,19.57,18.57
24,18,23.03,19.47
23,20,20.97,19.55
22,18,20.4,18.52
24,19,20.48,17.63
26,18,20.98,19.12
27,19,21.93,17.82
27,20,22.6,18
20,18,21.98,17.9
27,17,21.12,18.67
20,17,21.32,18.7
24,18,22.25,17.62
26,18,22.4,18.17
24,18,20.08,17.68
22,18,19.58,19.53
21,16,18.58,20.3
25,20,23.08,18.17
23,17,21.68,18.3
22,20,23.02,20.05
21,17,21.2,17.5
21,17,20.97,19.95
26,17,20,19.43
25,16,20.52,18.3
28,17,21.42,18.28
25,17,20.32,17.52
24,20,21.55,19.42
26,17,20.27,17.92
22,20,19.6,17.5
27,19,22,17.83
27,17,20.7,19.65
25,20,22.02,18.05
25,17,21.35,18.95
24,20,19.2,19.72
27,16,20.47,17.67
23,18,21.72,19.57
23,17,21.85,19.38
23,17,21.05,18.58
23,17,21.52,18.78
28,18,20.8,18.42
26,17,19.8,19.12
24,18,20.8,18.15
20,16,20.38,18.15
21,17,21.57,18.03
24,17,22.22,19.47
24,21,20.47,18.25
23,18,21.22,18.52
23,18,20.67,18.7
19,17,20.17,18.5
25,18,21.88,17.57
22,17,22.2,18.55
27,16,21.73,18.27
26,17,20.37,18.15
26,19,23.15,18.67
22,16,21.28,19.67
25,19,22.02,19.08
25,17,21.88,19.07
25,17,20.38,17.53
20,18,22.62,20
27,19,22.08,18.18
22,19,20.55,18.5
26,19,20.9,18.78
21,16,22.17,17.67
25,18,21.63,18.6
25,19,20.9,19.8
23,18,21.28,18.28
25,17,21.98,18.72
27,18,22.68,18.97
22,17,23.05,18.43
26,19,20.68,18.5
26,17,19.38,18.32
19,18,20.53,19.63
24,18,20.58,18.68
26,17,19.75,19.15
21,16,20.32,17.5
22,21,22.83,19.32
27,18,21.05,18.32
24,16,21.92,18.33
21,17,21.42,19.37
25,19,24.05,18.07
22,19,21.32,18.02
20,16,20.95,17.92
25,18,21.12,18.85
20,19,20.25,19.78
23,16,21.15,17.85
24,17,22.33,18.65
26,19,22.1,18.08
23,18,20.63,19.45
22,16,20.47,19.18
24,18,21.92,19.67
24,17,21.3,17.5
24,18,19.4,18.4
26,16,21.13,20.27
24,17,19.73,18.33
24,19,21.33,19.25
27,18,20.57,18.2
23,19,21.85,17.9
25,16,21.12,17.5
21,17,21.17,18.95
22,16,20.5,18.98
19,16,20.42,18.72
26,16,20.58,18.57
22,16,21.95,18.03
26,18,22.57,18.47
21,20,19.45,19.72
24,19,19.22,17.65
24,16,21.52,19.65
22,16,21.38,18.32
27,17,20.97,18.67
23,17,23.48,19.53
21,17,21.68,19.15
22,17,21.15,19.13
26,19,19.42,18.22
24,18,20.88,18.13
27,18,18.8,18.25
24,16,19.72,18.18
22,18,19.97,18.63
23,17,22.88,19.72
23,18,22.13,19.27
26,20,21.58,19.07
26,19,21.9,19.3
27,16,20.57,18.22
24,16,19.98,18.73
24,18,21.22,17.63
22,19,21.02,20.68
19,18,20.7,18.92
24,17,18.77,19.53
23,17,19.75,17.97
23,17,19.92,18.55
24,16,20.18,17.9
26,16,20.7,18.15
26,19,20.03,18.35
23,17,21.68,17.9
24,16,21.05,19.08
24,17,20.77,19.48
23,17,20.55,19.83
25,18,21,18
25,18,21.83,18.48
27,17,21.78,17.5
24,17,22.57,19.67
26,17,21.12,18.37
21,17,20.53,18.82
24,20,20.32,18.58
24,18,20.82,18.65
26,18,23.42,17.55
24,18,22.83,18.7
22,18,22.63,18.18
25,17,21,18.78
22,17,18.67,17.98
22,16,21.25,19.8
26,19,20.22,17.5
25,18,21.5,18.92
26,17,23.37,17.78
28,16,20.67,17.57
24,16,20.67,18.05
26,16,20.9,18.07
25,19,22.68,20.65
26,18,21.27,18.35
26,18,23.78,17.5
24,17,22.33,18.83
29,18,20.82,18.07
21,19,22.35,18.48
23,17,22.85,18.82
24,17,22.62,18.33
25,17,19.62,18.47
20,17,21.48,17.5
25,16,19.6,19.03
23,18,20.78,18.47
23,17,20.98,17.62
26,17,20.85,19.1
24,16,20.22,17.85
25,20,19.45,18
23,18,22.2,18.32
25,17,19.2,19.33
23,20,20.12,18.25
22,16,22.93,18.52
28,19,20.95,17.5
24,16,20.48,19.2
27,17,20.9,18.18
25,16,21.9,18.93
24,18,20.83,18.5
28,17,20.62,18.13
24,17,20.5,17.9
24,18,19.55,18.37
26,17,22.3,18.57
22,17,22.03,17.97
23,16,19.93,20.22
23,17,22.42,17.5
25,18,21.02,19.1
25,19,20.97,17.98
26,18,21.17,20.13
24,17,20.63,19.08
24,16,21.45,18.33
25,17,20.57,19.32
20,18,21.23,17.5
23,17,22.43,19.28
24,20,20.43,18.08
25,17,19.98,18.6
28,19,20.23,17.7
24,17,20.2,19.3
24,18,22.7,17.97
22,17,20.48,19.07
25,16,20.95,18.2
25,17,20.55,19.23
22,19,19.8,18.68
25,16,18.97,18.1
22,20,20.52,18.62
21,18,20.92,18.93
25,17,20.3,18.75
26,16,20.83,18.35
26,16,23.28,18.63
24,17,20.22,20.27
20,17,20.9,18.95
22,19,18.77,19.37
24,17,20.57,18.92
26,17,22.05,19.5
24,18,20.35,18.93
23,16,21.38,18.37
22,18,22.55,18.18
22,17,22.58,17.7
23,17,20.48,18.2
24,17,19.85,19.05
23,18,20.28,19.85
27,19,19.52,19.03
22,16,23.33,18.23
23,18,21.97,18.65
26,18,18.68,17.9
26,19,19.1,18.68
23,16,19.48,19.15
22,17,20.83,17.8
25,19,21.08,17.5
23,16,21.68,18.62
23,17,20,18.1
25,16,21.73,20.42
25,22,20.75,18.4
21,19,20.58,19.7
22,18,20.9,17.82
23,19,20.85,18.45
23,17,22.93,17.5
24,18,22.78,19
19,18,18.93,17.5
24,18,22.27,19.9
22,17,21.2,19.7
24,17,19.5,18.78
22,16,20.42,19.15
25,17,21.8,19.25
27,19,22.3,18.32
19,17,19.78,19.93
26,16,21.4,17.5
25,17,21.48,17.5
23,17,19.52,19.07
27,17,18.83,19.6
21,18,19.3,18.4
18,17,21.15,19.15
27,17,20.17,18.28
22,16,21.72,18.03
25,22,21.88,18.02
20,18,21.85,18.63
25,17,21.6,18.35
25,16,20.05,18
26,17,19.6,20.15
24,19,21.98,19.23
24,18,23.05,17.95
27,17,21.17,18.73
22,17,20.55,18.83
26,17,21.28,18.35
25,19,22.37,17.88
22,17,22.08,17.95
26,16,20.2,18.02
26,16,20.9,18.73
25,19,22.63,19.42
23,20,22.42,18.9
26,17,20.48,17.53
26,17,21.28,18.87
24,16,20.18,20.08
24,17,21.5,20.52
23,16,19.17,17.95
25,17,21.32,19.02
25,19,18.8,18.15
24,16,21.2,17.97
22,18,19.1,18.23
25,18,19.9,18.4
25,16,21.05,17.9
22,20,20,18.73
24,17,19.98,18.45
27,16,20.72,18.22
21,18,22.42,18.12
22,18,20.55,19.77
24,18,20.68,17.72
26,19,21.35,19.42
28,17,21.95,17.87
22,18,19.17,18.52
24,17,21.2,19.65
20,17,20.6,19.35
23,19,21.57,19.12
25,17,20.02,19.18
18,17,21.67,19.03
23,17,20.98,17.52
25,19,21.02,18.58
23,17,20.68,18.12
23,17,21.32,19.9
22,17,21.02,17.82
25,18,20.63,20.03
25,18,20.12,18.83
23,17,18.75,19.03
21,17,21.35,17.63
22,18,21.03,19.95
25,17,23.48,18.72
21,17,20.9,18.75
20,16,20.23,18.88
23,16,20.75,18.25
24,16,22.5,17.5
24,16,21.18,18.7
23,19,19.78,18.02
24,18,21.47,18.98
22,17,21.38,17.57
26,17,22.67,19.47
20,16,20.83,18.8
25,18,22.42,19.42
25,16,21.08,18.33
23,17,19.95,18.65
24,17,19.35,17.5
25,16,20.45,19.13
21,19,21.7,18.45
25,17,20.62,19
25,16,19.05,19.83
24,20,20.67,18.47
25,18,19.72,18.97
23,19,19.27,18.87
27,18,21.15,19.3
24,20,20.98,18.42
25,19,21.83,19.35
23,17,20.85,19.1
26,18,21.67,18.38
26,16,21.55,17.75
24,18,22.3,18.73
25,17,21.57,20.08
22,17,20.57,18.3
26,19,19.88,18.3
26,16,20.63,19.75
24,17,23.5,19.67
25,17,21,18.95
22,19,21.73,18.48
20,18,21.9,19.32
27,18,22.72,18.13
24,17,21.87,20.13
25,17,20.72,18.78
23,16,19.72,18.97
24,17,19.88,18.75
24,16,19.62,18.13
23,16,20.18,18.75
22,17,22,17.5
21,17,18.97,18.53
26,18,20.13,18.83
22,17,20.83,17.52
21,18,22.37,18.28
23,19,21.82,17.62
25,16,20.13,18.12
23,17,19.8,18.9
23,16,22.75,18.92
22,20,21.18,20.7
21,18,22.2,18.37
25,17,19.63,17.5
27,16,20.68,18.53
24,17,23.55,19.92
23,17,21.2,19.65
25,19,22.88,18.8
24,17,21.58,17.5
23,17,21.05,17.5
27,16,21.25,18.27
21,18,19.3,17.88
23,16,20.07,18.03
24,18,19.77,19.23
25,19,21.22,17.5
22,18,20.58,20.05
23,17,22.87,17.5
20,19,20.03,18.5
25,17,22.53,20.15
23,18,21.92,17.85
28,20,20,18.48
23,18,22.53,18.13
24,16,22.2,19.73
24,18,19.42,19.33
26,18,21,17.5
20,18,22.68,19.53
23,17,21.4,18.25
22,19,21.3,18.42
21,17,20.98,18.83
24,20,20.37,18.27
25,18,20.47,18.07
28,17,20.72,18.27
24,16,21.63,17.67
20,17,21.68,18.8
23,17,20.73,18.33
28,17,21.77,17.58
23,17,20.15,19.82
24,16,20.03,19.97
24,20,20.27,18.08
22,17,21.98,19.37
30,17,19.62,19.47
24,21,21.32,17.5
27,17,19.63,18.7
21,17,20.08,17.5
21,18,21.93,18.13
